Sighted date,Sighted Date (Date Format),Reported date,Reported Date (Date Format),Location,State in USA,US State,Country,Region,Shape,Duration,Duration Extract Num,Duration in Seconds,Visibility Duration,Description
20100704,7/4/2010,20100706,7/6/2010, Irvine, CA,CA,USA,West, circle,2 minutes,2,120,short,"Golden Ball in SKyAt your prompting on Coast to Coast this evening, I will report what I saw.  I was in Irvine, CA, visiting my sister and brother-in-law.  We were having a lovely evening and playing cards and had not decided to go watch fireworks.  When the fireworks began, we decided to take a break and hustled so we would be able to see them.I was in the back seat of the car and looking out what I believe to be toward the northwest.  I saw a golden globe hovering in the sky, not very high but not low either, like the height of fireworks.  I asked if the fireworks were over that way.  They were not in that direction but in the opposite direction.I looked and saw it again.  I mentioned to them that I think I was seeing a UFO but since it was 4th of July, I chalked it up to possible fireworks.  I did mention it again on the way home it had left an impression.It was gold, not bright gold but pale yet had a definite brightness that seemed to be contained in some way.  I had some sense that it may have been spinning.  I felt it had some purpose and that it was doing something. It continued to be on the back of my mind throughout the evening.}"
20100704,7/4/2010,20100719,7/19/2010, Toledo, OH,OH,USA,Midwest, other,20 sec,20,20,very short,"3 horseshoe appearing lights attached to a military type aircraftI saw what looked to be red glowing horseshoe shape lights coming from the northwest about tree top level.  It flew over the garage and appeared to be some military type aircraft shape flying at a high angle of attack (almost vertical) maybe the flaps were arranged for slow flight.  The only sound it made blended in with the natural sounds of wind only it was like a woooosh , but soft.  It was heading in a southeasterly direction.  My first thought was  it was from the 180th, but maybe it wasn&apos;t one of ours.  Or maybe it was a training mission...do not know.  It did appear to have some way of being hidden from veiw and at times all you could see was the red lights (3) and occasionally, I did see the shape of the aircraft because of the contrast in the sky...the aircraft appered to have no other lights on but the 3 red ones in the back which could have been maybe heat from the engines.}"
20100712,7/12/2010,20100712,7/12/2010, San Angelo, TX,TX,USA,South, light,7-12 seconds,#VALUE!,#VALUE!,#VALUE!,"Ultra bright ball of light flying very low over texas.Second story of apartment complex.  Looking south east as high as you can possibly see thick cloud coverage no stars in sight.  No distractions to my pervisional vision as far as street or car lights, could I confuse this sighting with an image of an ultra bright white ball falling downwards at great speed than any air craft made.  Zig zagging from left to right and kept falling until out of my sight.I saw a ultra brigtht light seconds after being called outside, falling at an incredible speed downwards while zig zagging from left to right.  The object kept falling until it was out of my sight.}"
20100702,7/2/2010,20100703,7/3/2010, Springfield, MO,MO,USA,Midwest, triangle,2 minutes,2,120,short,"two 3 dimensional aircraft w/orange lights that didn&apos;t moveWhile driving my husband spotted 2 objects in the sky about 400 feet in the air.  They were about 20 feet in distance between them.  They were both 3 dimensional in shape &amp; had small orange lights. They both were pointing to the South with one on the North and one on the South.  They were still and not moving.  When I focused on them the one on the North side began to fade and then just went away.  Within 20 seconds the one on the South side just disappeared.  My husband thought it may have been fireworks as he didn&apos;t want to admit what he saw.  Although, his curiosity caused him to drive around  the block and look for them again but they were long gone.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))}"
20100704,7/4/2010,20100717,7/17/2010, Bethesda, OH,OH,USA,Midwest, other,6 minutes,6,360,long,"red orb light flying in clear night in east ohio on july 4thOn July 4th, 2010, i was swimming at my house with my wife and mother in law after a fire works display.  i noticed a redish ,orange light in the clear sky heading east slowly. It was a faint orange red mist like circle with orb of light around it.  It was silent and i saw regular jets in flight in the distance but this was much larger and had no flashing lights.It almost did not appear to be a solid object it looked like a strong light mist and it floated directly over us and what appeared a few miles to the east then turned sharply to the south and out of site.                                                                                    I, did not think anything of it,until we saw it return from the south and head north at a faster rate.Its movments were usually straight but when it changed directions,it just turned sharp but smooth.  No swooping turn like a jet.}"
19740601,6/1/1974,20100731,7/31/2010, Wilmington, NC,NC,USA,South, triangle,3 minutes,3,180,short,"Looks like a Star Wars ship,without the top, smooth, silent, no lights, large and low to the ground..Old UFO report.This sighting occurred in the early 1970&apos;s on River Road in Wilmington, NC around 2 am in the morning.  I am reporting it now because I am older and have heard of similar objects being seen on UFO tv reports.  So what the heck, I&apos;ll tell what I saw and maybe it will do some good.I was in my convertible traveling north along River Road about 2 am.  It was a clear night and the stars where out, no fog or clouds.  Then a very large craft came over the trees, I was very scared and thought &apos;what if I&apos;m abducted&apos;.  I pulled my car over so as not to draw attention to myself.  It was massive, about the width and length of a football field.  The shape reminded me of one of those Star Wars big star ships like the one at the beginning of the 1st episode but it didn&apos;t have a large top area, it was smooth and triangular, at the end it had 3 very large round engines just like the Star Wars ship.   The color was identical to the sky, when it went over me it blacked out the stars but looked like a hole in the sky because of the color match.  It was moving slowly, I&apos;d say not much more than 35 mph and just above the trees, about 120 feet (tree hight 80&apos; plus another 40&apos;).  It was dead silent, no noise at all and no lights, no windows that I could see,  As it pa! ssed, heading south, that&apos;s when I saw its features.  I watched until out of sight then got out of there.  I&apos;ve kept it to myself until recently and then joked I saw a UFO then woke up.  But, what the heck, if will do some good or maybe someone else will recognize the description.I wonder what they have been doing all these years.  Obviously not attacking.  As I see it, if you have the means to travel like they must, you have access to all the resources you would ever want so mental growth would be more of a priority than desires to acquire things.  Hope this helps.((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD))}"
20100704,7/4/2010,20100714,7/14/2010, Everett, WA,WA,USA,West, light,3-4 minutes,#VALUE!,#VALUE!,#VALUE!,"Two orange lights move across the sky over Everett, Washington on the night of July 4th, 2010We were out lighting off fireworks between 9-9:30 on July 4th when my husband pointed out an orange light moving in a straight line across the sky from north to south.  There was a thick cloud cover that night so the object obviously wasn&rsquo;t a satellite or the light from a plane because it was below the cloud cover.  It was about 10X the size a star would appear.  We all watched as it moved steadily toward the south before disappearing over the trees to the south.Just as the first light moved out of sight, the second one appeared.  It moved the same speed and direction as the first one before disappearing over the tree tops.  Each one took about a minute and a half to two minutes to move across the sky.}"
20100702,7/2/2010,20100703,7/3/2010, Nashville, TN,TN,USA,South, diamond,,#VALUE!,#VALUE!,#VALUE!,"Huge Diamond shaped object full of lights and flying very low to the tree tops with no sound emittingI was driving home from work about 9:45 on HWY 40W between mile marker 191 and 192 when a huge object caught my eye hovering over the tree tops in front of me, going in the opposite direction.  It was almost right above me.  It moved slowly and I followed it as long as I could before I had to get my attention back on the road, about one min.  I didn&apos;t pull over, I really didn&apos;t know what to do, I just immediately started calling people.  It was way too big &amp; way to lit up and much to low to the tree tops to be an airplane.   It was in the shape of a diamond, almost a triangle but much wider.  It had lights all along the wide base and up the sides that met together into a point.}"
20100703,7/3/2010,20100708,7/8/2010, Farallon (Panama),INT,INT,Panama,#N/A, oval,2 seconds,2,2,very short,"I was watching the planet Mars when suddenly I saw this white bright large oval object coming out of a cloud, at an uncredible speed, falling  on a side and then taking and immediate turn to the right towards the ocean, when it disappeared.}"
20100703,7/3/2010,20100703,7/3/2010, Elkhart, IN,IN,USA,Midwest, circle,1 min.,1,60,very short,"A ship came down hovered there flew over head then zipped straight up.It is the third of july but at the time not many fireworks were going off, and me and my friend were going to my house and I saw red lights coming down, and at first I believed them to be fireworks.  Then they stopped in mid-air and changed direction heading towards us.  Eventually it passed overhead and I saw the craft indefinitely.   I saw everything from it spinning to the shape to the grooves and what appeared to be pikes on four sides.  It was extremely close and me and my friend stared in amazemrnt for about a minute and like a shooting star it disappeared straight up.}"
20100704,7/4/2010,20100708,7/8/2010, Rockaway Beach, MO,MO,USA,Midwest, fireball,10-12 mins,10,600,long,"An orange fireball slowly moved across the sky and then disappeared.July 4, 2010 9:00pm at Rockaway Beach, Missouri, there were hundreds of people in the park looking up at the sky in preparation to watch fireworks.  It was a somewhat chilly night for July.  We were in the grass next to the lake and a playground.  7 of us in my family saw a bright orange fireball moving across the sky from the south to the north about 3-5000 feet above the ground.  There was a lighter foggy border around it but all you could really see was fire underneath the object, which was unseen due to the dark night sky.  It was about the size of Mars when it&apos;s closest to the Earth.  The object was seen for about 10-12 minutes and then went behind a cluster of trees and wasn&apos;t seen again.  We discussed a hot air balloon, an airplane and a blimp as answers, but none of them seemed to be the right fit for a description of the object we saw.}"
20100730,7/30/2010,20100731,7/31/2010, Baltimore, MD,MD,USA,South, sphere,5 seconds,5,5,very short,"Recurring Sighting Over Parkton Maryland July 27th thru 30th.Over Northern Baltimore County, July 27, 28, 29 &amp; 30 2010.  Recurring each night between 11:00pm &amp; 11:30pm.  Western sky, just above horizon, to the left of where the sunsets.  This white light begins as a speck in the sky, then quickly grows bigger &amp; brighter within seconds.  It lingers for approx 2 seconds, it then moves to the right before it gradually fades out.  On  July 27th it was spotted for the first time by my daughter.  July 28th, it appeared twice, this time I saw the second appearance at 11:19pm.  The following night, July 29 it appeared 2 times at 11:19pm, and again at 11:29pm.  Last night, there were 5 appearances, beginning at 11:05 and ending at 11:29.  I believe it will happen again tonight and I just hope someone else reads this, see it and has an explanation.  Height approximately 10,000 feet.  My location is on York road in Parkton MD (Baltimore County) I am just 2 miles from the Pennsylvania line.}"
20100515,5/15/2010,20100716,7/16/2010, West Trenton, NJ,NJ,USA,Northeast, light,1 hour,1,3600,very long,"Static bright light witnessed on two separate nightsOn Saturday night, May 15, 2010, at approximately 8:30 p.m., I was putting something in the trunk of my car.  As I headed back into my house, I noticed an extremely bright light in the sky behind my house.  I was immediately struck by the brightness of the object because it had just turned dark.  I observed it for a moment or two, wondering if it was a planet.  When I realized that there were no other stars in the sky yet, I became more intrigued.  I, therefore, decided to observe it longer.  5 minutes turned into 10 minutes, and I called my husband outside to ask him what he thought it was.  He first thought it was a planet or the &quot;north star,&quot; but as he observed it longer, he thought it was &quot;a little strange.&quot;  The light was not moving and made absolutely no sound. After approximately 10 minutes, my husband decided to go back into the house.  I, however, remained transfixed, and continued my observation for approximately 30-40 minutes longer before I decided to go ba! ck into my house to get my camera.  At approximately 9:15-20 p.m., I took photos of the light.  During the entire 40-45 minutes of my constant observation of this light, it remained in relatively the same spot in the sky.  [It is important to note that we live less than one mile away from the Mercer County Airport and literally see planes landing on the runway (running west to east) through the trees in our backyard. This light, however, was directly north, and during my observation of this light, continued to see planes fly in front of it.]   As I began to take pictures of the light (which visually remained static) I noticed that when I found it in my camera viewfinder the object appeared to be MOVING very rapidly in a haphazard way.  When I moved my eyes away from the camera to observe the light, it appeared perfectly still to my eyes! I took 8 pictures of the light on May 15th.  After I took my 8 pictures, the light simply disappeared. During my observation of the light, I was ! not frightened, simply intrigued and highly curious about what! I was o bserving.  It is also important to note that I was seeking some confirmation that it might be an airplane flying south, however, at no time did I observe flashing beacon lights.The light appeared again in the same relative spot in the sky on Sunday, June 6th, 2010 at approximately 8:00 p.m.  My husband and I were returning home and I noticed the same very bright light as I got out of our car.  It was earlier than the previous 5/15/10 sighting, and the sky was somewhat lighter.  Again, there were no other observable stars yet in the sky, thereby highlighting the intensity and oddness of this particular light.  I immediately retrieved my camera and took 7 pictures of the light. I observed the light intermittently (i.e., I kept coming outside from the house to check on it rather than strictly observing it as I did on 5/15) for approximately 40 to 50 minutes.  Just as in the first sighting, the light remained static (to my eye) and remained in the same relative position in the sky. The final time I checked, it was gone (approximately 9:00 p.m. or so.)   Since my two sightings of this intense light (and subsequent review of my pictures), I am HIGHLY curious about it and am hoping that someone can explain what it is to me.  I now find myself looking for the light every night, but have not seen it since the 6/6/10 sighting.  Further, I did check the flight data on the ISS, and it was nowhere near my position in New Jersey on either 5/15/10 or 6/6/10.((NUFORC Note:  If in the NW sky, probably Venus.  PD))}"
20100702,7/2/2010,20100707,7/7/2010, Chicago, IL,IL,USA,Midwest, fireball,1-2 mins,#VALUE!,#VALUE!,#VALUE!,"fireball object over chicago midway airport!fireball type object seen over Chicago midway airport. Seen 070210 at 21:30. redish orange fireball type object flying from south to north. no sounds!  many people at the chicago midway &quot;L&quot; station seen it. it flew at a good rate of speed but did not climb in altitude.  watched it until i could no longer see it in the north sky.((NUFORC Note:  We spoke via telephone with this witness, and we found him to be exceptionally credible and believable.  He is an experienced professional in the aviation industry.  PD))}"
20100711,7/11/2010,20100711,7/11/2010, Faaborg (Denmark),INT,INT,Denmark,#N/A, cigar,5 minutes,5,300,short,"a cigar shaped object flying with no wings and no exhaust and no sound.It was a silver/grey object.  I could see that it was nothing like an airplane.  It had no wings and there was no exhaust.  I could clearly see the shape of it as there were no clouds.  It was flying in a straight line, about 100-200 meters in the air.  It made no sound at all.}"
20100704,7/4/2010,20100705,7/5/2010, Lakewood, WA,WA,USA,West, cylinder,1 hour,1,3600,very long,"4th of July Glowing objects floating among fireworks in Lakewood, WAWhile we were watching our neighbors light fireworks,  We observed some unusual candle like glowing objects  Floating in the air.As they traveled towards us in the air amongst the fireworks.Floating in a straight line one at a time until they either turned Or their light went out.We could not see an outline of a craft, and there was no Sound to any of them.The first one we observed was floating at tree line.The remaining objects floated just above the tree line.The colors were red or a bright yellow - candle like glow Very pretty.((NUFORC Note:  Possible party lanterns?  PD))}"
20100712,7/12/2010,20100713,7/13/2010, Wauconda/Lake Zurich (between), IL,IL,USA,Midwest, light,three minutes,#VALUE!,#VALUE!,#VALUE!,"Brilliant glowing red object in northern Illinois moving from the northwest to the south.Observed the object from a distance.  It was north by northwest of my location.  It intially appeared to be an aircraft running light.  But upon getting closer, I observed that the object was moving to the south in a straight (ballistic) manner.  It was red in color and very brilliant, but its color fluctuated.  I was then almost directly below it and it glowed a brilliant red color. It was overcast, no stars were visible, so it was on my side of the cloud cover.  It then abruptly disappeared.}"
20100729,7/29/2010,20100730,7/30/2010, Rocklin, CA,CA,USA,West, circle,5 minutes,5,300,short,"Disklike object with rotating changing colors floating moderately low above the ground.The Craft was moderately low it was big enough to see all the lights and the shape but not down to small detail.  The craft rose up from below behind a tree and rose higher into the sky then started moving to the left side, while it was going up it had green flashing and circling neon colors, as it moved sideways the colors would change from neon green to neon red, to neon blue rotating in a circle, it went to the left then began turning and going towards the northwest, the houses began making it hard to see which direction it was going in, we began following it in our car but it had already disappeared.}"
20100713,7/13/2010,20100713,7/13/2010, Crivitz, WI,WI,USA,Midwest, oval,22:25,0,0,very short,"Oval, silver-white pie shaped object hovers in one spot, dances, dims &amp; brightens it&apos;s lights!It was about quarter to 10PM WI time on Tuesday, July 13, 2010.  The weather is clear, and stars are visable.  I thought the stars might be out as it looked like it would be a clear night, so I went out on the porch to look.  I noticed a very bright, white star very low to the earth in the west, it was just above the trees and about 1000 feet away from where I was standing.  It was hovering in one spot over our marsh in the west.  I went to get the binoculars and went down stairs and outside to get a better look at it as stars are never that low.I looked and saw bright lights around it&apos;s rim, it had what could be described as feelers protruding from the edges of it.  It was oval pie shaped and danced in one place, tilting up and then down, like if I held a pie tin oval shaped with a point down and then back up level so the pie would not fall out.  The lights danced and dimmed and brightened.  One bright, white, light beam seemed to be directed my way.I saw the lights change color to red but it was muted in tone, soft like, barely noticeable.  By about 10:25 it no longer showed itself.  The funny thing is the west was totally dark as if no stars in the west at all.I was quite excited to see something so unusual.  I wondered about it.  What is it?  What is it doing over our marsh?  Where did it come from?  Earlier this evening (about 8:00PM) the satellite dish had some interference and did not work.  I called the internet dish company and there was an overload of callers with the same trouble.  I called both the Wausaukee police and the Crivitz police.  I left a message for the Crivitz police chief.}"
20100712,7/12/2010,20100715,7/15/2010, Lichfield (UK/England),INT,INT,UK,#N/A, circle,5 mins,5,300,short,bright circuler lightsmoving  east to west  two  sharp bright lights  one  smaller than the other the largest bright light seemed to be chasing the  smaller one  there was no niose  coming from both of them  they were quite low in the atmosphere  there was no  other lights on the  u.f.o .ie like airoplane  lights this happend on two nights in a row  the second night  i have managed to capture a vidio of this sighting  the second night the object was lower than previouse and brighter  but still no sound at all  nor aircraft lights.}
20100716,7/16/2010,20100716,7/16/2010, Hemet, CA,CA,USA,West, oval,5 seconds,5,5,very short,"UFO Caught During ABC&apos;s Electrical Brush FiresABC&apos;s Amy Powell is reporting from Hemet, CA, on the recent fires caused by an freakish electrical storm.  About a 1:29 minutes into the footage, just before she introduces Captain Fernando Herrera, a hovering oval object is seen which abruptly accelerates at a high rate of speed then hovers again for a few seconds then vanishes.See the following footage on the ABC web page: http://abclocal.go.com/kabc/story?section=weather/wildfire_center&amp;id=7558545&amp;rss=rss-abcnewsLocal-kabc-article-7558545&amp;status=ok((NUFORC Note:  We have looked at the video, and we cannot find the object.  PD))}"
20100717,7/17/2010,20100717,7/17/2010, Seattle, WA,WA,USA,West, fireball,15 minutes,15,900,long,"Fireballs over nightsky in SeattleOver the period of about 15 minutes we watched a succession of about 13 orange fireballs ascend from the direction of West Seattle high into the night sky and then go out.  There was no sound. Shortly after the last fireball dissapeared, we witnessed 3 of these balls slowly drift back toward the earth into my neighborhood which is Mount Baker Seattle.  Unfortunately, we were not able to see where they finally touched down.  As they were coming down they drifted lightly, reminding us of a plastic bag drifting through the wind.  Also reminded me of those camping lamps they used to make with the netting that would burn out.  Strange, seemed manmade once they came down, but I don&apos;t understand how they went up so high so quickly and they were quite large....((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))}"
20100626,6/26/2010,20100629,6/29/2010, Batavia, IL,IL,USA,Midwest, sphere,5 min,5,300,short,"UFO CRASH OVER BATAVIA&gt;Dear Sir: I wrote you an email, and called,  I want to know who side your on. Or is this something to big?  Or are you a lazy pot smoking moron.  You need to get off your lazy ass and find out what came down over Batavia Il, 5 miles west of Fermi Lab?  To be honest with you in my limited but logical, thinking, it was not space debri, it was a Ufo, crash, where did it land, what was the air traffic control accounts at 15:00 to 15:30?  Get off your ass you got a real problem here. Please I got more info.}"
20100526,5/26/2010,20100713,7/13/2010, Claremont, CA,CA,USA,West, fireball,30 seconds,30,30,very short,"Around May 25th at 10:00,  a huge, very slow moving fireball-like object could be seen from Claremont for 30 seconds.I often work late and that night, in late May of 2010, I got home between 22:00 &amp; 23:00. As usual, after getting out of the car, I stood there a while and look at the stars.  I was looking N/E and caught a flicker to the East.  I looked and saw, what I can only describe as, a fireball.  It was moving so slow that I actually watched it for about 30 seconds.  30 seconds!  It was moving easterly on a steady path and had a faint, but visible tail.  Whatever its distance was from my eyes, I can assuredly say that it looked the size of the full moon.  I could actually see movement in the color probably due to excessive heat. It was kind of like looking straight into a jet&rsquo;s afterburners.It was either a HUGE object or it was very, very close.  From my viewpoint, it looked like it was at a level where I would normally see jets coming in for a landing, but I&rsquo;m sure that was just an optical illusion.I saw nothing coming off the object like pieces or sparks.  It was round, clean and almost photoshopped-looking except for the faint pinkish spray of the tail.If this was a meteor, it was far too close for my comfort and there was nothing at all mentioned on the news.This is the second time I&rsquo;ve seen something like this. The first time, in the late 70&rsquo;s, was not nearly as spectacular, but just a thrilling.  As we were driving back from Newport Beach at 3:00am, that object went right over our heads, like a plane going down, then shot up at a very sever angle and out of sight, all in about 10 seconds.  No sound at all. Neither of us talked about it.  The people in the car driving next to us also saw it.  I looked over at them and they just shrugged.If I were to have taken a picture of either object it would have looked exactly like the gas bubble (without the fiery outer layer and red tail) on the &lsquo;In the News&rsquo; section of the C2C website, under &quot;Black Hole blows huge gas bubble.&quot;I&rsquo;ve never seen ball lightening in California. In any case, I doubt it would be as big as these objects.I am a Staff Assistant for an Engineering of a Municipal utility.  I worked in the aerospace industry for 10 years, loving my company and every minute of work.  I have been intrested in everything to do with space, planets, astronomy,and etchnology since I was 1st grade - all due to a large panaramic picture my teached had posted on the Science Wall that dipicted the birth and death of planet Earth.  I didn&apos;t quite accept that particular concept of Earth, but it was colorful.I keep binoculars in my car just so I can look at stars.  (Unfortunately I wasn&apos;t about to take my eyes of the May object to grab the binoculars.I now keep them under the front seat.)   I often get up at two or three in the morning just to go outside and look at the sky.  It&apos;s very calming, but somewhat hard on my neck.  I&apos;ve seen a lot of extremely interesting things up there that, and that just keeps me hooked.If you keep looking down, you might find money, if you keep looking up, your discoveries can be priceless.((NUFORC Note:  Witness indicates that the date of the sighting is approximate.  PD))}"
20100704,7/4/2010,20100709,7/9/2010, Derby, KS,KS,USA,Midwest, other,"Around 2-3 hours, off and",#VALUE!,#VALUE!,#VALUE!,"Formations of glowing and non-glowing spheres hovering over a Kansas city.Of course, this 4th of July involved fireworks. Note that what I am reporting as &quot;fireballs&quot;, &quot;glowing lights&quot;, or hovering spheres, are not the likes of any firework which I am familiar with.Around 9:15 p.m., a friend and I sat on my back porch watching fireworks displays from various neighborhoods around us.  We set off a few of our own, but nothing big.  Neither of us had any alcoholic beverages that day or night, nor do we do drugs; our states of mind were as sharp and relaxed as possible.When looking south, during a lull in the fireworks, we both noticed (and promptly pointed out to each other) 4 objects in the dark sky.  We were looking at about a 35 degree angle of elevation.  The objects seemed to hover in place, making only minuscule adjustments to hold formation due to strong winds.  They glowed with an orange-red light, the closest approximation of which I can make is the HTML Hex code #CC1100.  It was not an extremely strong glow, in that I could not see it illuminating any objects on the ground, trees, or even that much of the smoke present from the fireworks.  However, it was clearly bright enough (or close enough) to reach my friend and I with no problem.  They were arranged in what looked from our viewpoint to be the shape of a rhombus or diamond shape, but I cannot say for sure due to our angle and imperfect depth perception concerning their distance from one another.  They seemed to act together, as though they were all present for the same cause or of! the same force.Other similar formations could be seen from the front of my home looking northward; one directly north and one in the north-northwest.  The latter formation was at a greater distance from us, causing the glows to appear smaller and sort of blend together, creating uncertainty on the number in that formation.  We could only assume that there were also four there, as this is how the others were arranged.The formation to the south was still closest to us, and we mainly observed it.  It remained still, emitting no beams or objects, but the objects seemed to alternate positions every 45 min. or so.  About 5 min. after a rotation, the object closest to us (on a the point of the rhombus) darted towards us significantly. It hovered now above the pond directly behind my house.  It faded in color and luminescence as it neared, becoming completely matte black by the time it reached us.  It hovered there, and had it not been for fireworks on the horizon and city lights illuminating the haze, it would have blended easily into the night sky.  We had a Nikon D5000 with an external flash and telephoto lens, and immediately started fumbling for it to try to capture it on camera.  The camera would not boot up.It usually takes about half a second to turn on and become ready to shoot, if that.  But it wouldn&apos;t. The battery was charged, for we tried two of them, both of which had been charged that day.  It was in the right way and there should have been nothing to interfere.  In the dark, I tried to use my lighter to see if there was some fault or something that could prevent it from working.  It was a push-button or electronic butane aerosol lighter, where one clicks a button down, creating a spark, and igniting a jet of butane fuel.  The fuel came out as usual when the button was depressed, but the spark would not work. Neither would my friend&apos;s.We took this to mean that after going into some sort of less detectable mode, it also activated a device that shut down certain electronic capabilities within a reasonable proximity.  Unable to capture it, we could only stand in awe.  It looked to be about 15 ft. in diameter, and rotating a bit in one direction before reversing its spin. It spun fairly slowly, almost like it was just drifting there.  After about 3 min. of suspension, it flew back to its formation.  It did not change color, but by the time the craft got back, the formation was then the same shade of matte black.  It was unbelievable how...black it really was. It seemed to just suck in all light.  There were minor indentations around the craft, visible when not luminous, around the &quot;equator&quot;.  Just short dashes, impressed into the material. This allowed us to notice the rotation before.After reforming, the formation flew northward at unnatural speeds.  There was no time for acceleration. It was just...going.  It went from a stop to its desired speed immediately and remained steady at that speed until arriving near the northern formations.  They joined to form a loose squarish shape. This larger formation flew northward while gaining altitude at a steady pace.  I can&apos;t imagine why only the one formation would go into its &quot;undetectable&quot; or stealth mode while in the larger formation, but it remained that way during its exit.My friend has done no real research into ufology or related fields, and previously was just oblivious.  He had no opinion.  He always took a tolerant, but non-believing, attitude towards matters like this. I have read numerous books, online articles, and viewed a vast amount of serious multimedia on the subject, including photographs, video recordings, and audio clips.  I don&apos;t consider myself to be a serious researcher by any means, but I do take matters of this nature seriously.}"
20100624,6/24/2010,20100702,7/2/2010, Temple, PA,PA,USA,Northeast, light,5 seconds,5,5,very short,"Strange quick moving light spotted over Temple, PAOn our way to pick up my girlfriend from work, me and my mom saw what we thought was a star. However, we then saw two bright flashes that lit up the sky.  The object then lit up and took off into the distance and disappeared seconds later. It was very strange, we never saw anything like it and we are almost positive that it was a UFO.}"
20100703,7/3/2010,20100707,7/7/2010, Bluffton, IN,IN,USA,Midwest, fireball,1 min,1,60,very short,came in red the changed white and moved very fastit started out red with yellow around it and fast.like it was entering the atmosphere.  then whent white changed directions and went very fast north west lasted about a min till we couldn&apos;t see it any more ..and was moving in a spinning motion no light on it like it was still hot from coming in .}
19961006,10/6/1996,20100709,7/9/2010, Duvall, WA,WA,USA,West, triangle,,#VALUE!,#VALUE!,#VALUE!,"Secret Base in the CascadesIt is hard to believe that your office is based by Seattle and no one talks about the secret bases that are in the cascades.  Snoqualmie Pass area.   I know people who have witnesed warthogs flying into a mountain.  Black choppers flying in cargo containers.  I lived in the lake kayak area and witnesed myself numerous triangular flying objects allways not far behind was the black helecopters.  I have seen wingless planes fly just barely above the trees and no noise ever.   I have friends that have seen a division of soldiers apear out of the forest and dissapear just as quickly.  She said it was like it didnt happen.  Then just recently I came accross the Dr Reid story in the same area.  ((NUFORC Note:  We are not aware of the secret bases.  The &quot;Dr. Reid&quot; story is a hoax.  He is not a &quot;doctor,&quot; and the story he tells of encountering an &quot;alien&quot; in the Cascade Mountains is about as veneer a hoax as we have ever seen.  The alleged &quot;Dr. Reid&quot; story occurred during the first week of October 1996, so we have applied that date above.  PD))}"
20100716,7/16/2010,20100716,7/16/2010, West Chester, OH,OH,USA,Midwest, light,5 minutes,5,300,short,"((NUFORC Note:  We express our sincere gratitude to Jim Strausbaugh, MUFON FI ID 12701, for sharing the benefit of his investigation into this matter with NUFORC.  PD))Four light orbs that disappeared and reappeared in West Chester, OH 7/16/10UFO Sighting July 16, 2010 in West Chester, Ohio   At approximately 9:40pm at XXXX Ridgetop Drive, Cincinnati, OH, I and two friends were walking out of Monster Golf towards the parking lot when to the North, we saw orbs in the sky above a dark, wooded area.These lights were yellow in color and there were 4 of them.  They were all floating in a straight, diagonal line.  Slowly, one by one the lights began to disappear until there was only one left.  Then, the lights all started to reappear one by one until there were 4 again.   All while this pattern was happening, the whole formation was moving downwards.  After watching it for about a minute, it eventually reached down to the earth but we couldn&rsquo;t see it anymore as it was hid by the trees.  Every 5 seconds or so, a faint yellow light was seen behind the trees, as if the UFO had landed.We know it can&rsquo;t be planes or helicopters because planes do not flicker their lights on and off, they do not maintain this weird formation, and there is no runway near this location.  Lantern kites were also ruled out because like I said, they don&rsquo;t just flicker on and off, and they were high in the sky.  We can&rsquo;t explain this unusual event, but I hope I&rsquo;ve given enough information.  A few other witnesses in the parking lot also saw this scene.((NUFORC Note:  Witness elects to remain totally anonymous; provides no contact information.  PD))((ADDENDUM FROM MUFON FIELD INVESTIGATOR, JIM STRAUSBAUGH))Mr. Davenport:I&apos;m a Field Investigator for Ohio MUFON and we&apos;ve completed our investigation of 7 MUFON and 4 NUFORC sighting reports, all of which are related.  Just want to let you know that all of these sightings are IFOs, in that the objects observed were actually part of a nighttime skydiving pyrotechnics display conducted by Team FASTRAX during 16 &amp; 17 Jul between 2130 and 2200.The 4 NUFORC Ohio cases are:7/17; 22:00 Centerville/Miamisburg7/16; 2145 Miami Township7/16; 2150 Springboro7/16; 2140 West ChesterJust wanted to let you know, so you can update your database.ThanksJim Strausbaugh, MUFON FI ID 12701((END ADDENDUM))}"
20100714,7/14/2010,20100715,7/15/2010, Everett, WA,WA,USA,West, formation,5 min,5,300,short,"3 bright lights in a triangle formation over EverettI left Lake Stevens and was driving SB on I-5 from 41st going home.  I looked East and saw 3 bright lights, in the shape of a triangle (a large one) with one bright light at the first point and then 2 at the back on each side.These lights were going southbound, following the I-5 freeway.  There was no noise, no strobe lights flashing, not an airplane or helicopters.}"
